Market Name,Address Line 1,City,Zip,Market Link,Operation Hours,Operation Season,Latitude,Longitude
Greece Ridge Mall Farmers' Market,217 Greece Ridge Center Dr,Greece,14626,http://www.themallatgreeceridge.com,Thu/Sat  8am-3pm,June 4-October 28,43.20503,-77.68772
Humbolt R-Center Youth Farm Stand,1090 Atlantic Ave,Rochester,14610,http://www.foodlink.org,Thursday 2pm-6pm,July-September,43.15675,-77.55488
Irondequoit Farmers' Market,1280 Titus Ave,Rochester,14617,http://www.irondequoit.org,Thursday  4pm-8pm,May 26-October 20,43.21118,-77.58154
Kirby's Farm Market,9739 Ridge Rd W,Brockport,14420,http://kirbysfm.com,Daily 10am-5pm,May-December,43.250069,-77.984642
Lakeside Farmers' Market,4370 Lake Ave.,Rochester,14612,,Monday  4pm-7pm,May 16-October 17,43.2505,-77.61413
Mary's Place Farm Stand,613 Lexington Ave,Rochester,14613,http://www.foodlinkny.org,Thursday 1pm-4pm,July-September,43.17925,-77.64638
Mendon Farmers' Market,101 Mendon lonia Road,Mendon,14506,http://www.mendonfarmersmkt.com,Tuesday  3pm-6pm,June 7-October 11,42.99082,-77.50241
Monroe Village Farmers' Market,730 Monroe Ave,Rochester,14607,http://www.monroevillagefarmersmarket.org,Wednesday  4pm-7pm,June 15-October 12,43.14357,-77.58848
North Chili Farmers' Market,2200 Westside Dr,North Chilli,14514,http://www.umcofnorthchili.org,Saturday  8am-1pm,June 18-October 29,43.12648,-77.78969
Parma Baptist Comm Church Farm Stand,4997 W. Ridge Rd,Spencerport,14559,http://www.foodlink.org,Saturday 2pm-5pm,July-September,43.21828,-77.79032
Partners in Faith Farm Stand,350 Chili Avenue,Rochester,14611,http://www.foodlinkny.org,Thursday  4pm-7pm,July-September,43.1473,-77.64607
Pittsford Farmers' Market,3400 Monroe Ave.,Rochester,14618,,Tue/Sat  9am-1pm,May 7-November 22,43.10282,-77.535917
Project Hope Farm Stand,Clifford Ave and Conkey Ave,Rochester,14621,http://www.foodlinkny.org,Wed  4pm-7pm,July-September,43.17472,-77.6196
Rochester Public Market,280 North Union St.,Rochester,14609,http://www.cityofrochester.gov/publicmarket,"Saturday  5am-3pm, Tue/Thu  6am-1pm",Year-round,43.1657,-77.59016
Saint Mark's & Saint John's Farm Stand,1245 Culver Rd,Rochester,14609,http://www.foodlinkny.org,Sat  9:30am-12:30pm,July-September,43.16807,-77.56219
Scottsville Midweek Farmers' Market,61 Main St,Scottsville,14546,https://www.facebook.com/Scottsville-Midweek-Farmers-Market-125248400836985/,Wednesday  4pm-7pm,June 1-September 28,43.0193,-77.75548
South Wedge Farmers' Market,151 Mt. Hope Ave,Rochester,14620,http://www.swfm.org,Thursday  4pm-7pm,June 9-October 13,43.14684,-77.60934
Town of Rush Farmers' Market,1900 Rush Scottsville Rd.,Rush,14543,http://www.townofrush.com,Wednesday  3pm-6:30pm,July 6-November 9,42.99712,-77.6483
Village of Fairport,58 South Main St,Fairport,14450,http://www.fairportny.com,Saturday  7am-12pm,May 7-November 19,43.09992,-77.44214
Webster's Joe Obbie Farmers' Market,1028 Ridge Rd.,Webster,14580,http://www.webstersjoeobbiefarmersmarketinc.org,Saturday  8:30am-1pm,June 11-October 29,43.20964,-77.45416
Westside Farmers' Market,831 Genesee St,Rochester,14611,http://www.westsidemarketrochester.com,Tuesday  4pm-7:30pm,June 7-October 11,43.134058,-77.636523
Amsterdam Saturday Farmers' Market,100 Church St.,Amsterdam,12010,https://www.facebook.com/AmsterdamSaturdayFarmersMarket/timeline?ref=page_internal,Saturday  10am-2pm,May 21-October 8,42.93962,-74.18643
Amsterdam Uptown Farmers' Market,4988 Route 30,Amsterdam,12010,http://www.fmfma.org,Wednesday  2pm-5pm,June 16-October 19,42.95893,-74.18742
Canajoharie Farmers' Market,2 Erie Blvd.,Canajoharie,13317,http://www.canajohariefarmersmarket.com,Sunday  11am-2pm,June 5-October 30,42.90704,-74.5721
Damin Farm Farm Stand,8083 State Highway 5,St. Johnsville,13452,,Saturday  9am-1pm,Year-round,43.00508,-74.72428
Fort Plain Farmers' Market,12 Willet Street,Fort Plain,13339,,Thursday  10am-4pm,May 26-November 17,42.93177,-74.62118
Haven of Hope Farm Stand,19 Cemetary Street,Fonda,12068,http://www.havenofhopefarm.org,for timings contact Pat Brooking 518-770-1390,March 18-December 23,42.95692,-74.37054
Karen's Produce Inc.,2311 State Hwy 5S,Amsterdam,12010,,"Mon-Thu 10am-9pm, Fri-Sun 9am-9pm",June 15-October 25,42.93155,-74.28781
Anna House Farm Stand,2150 Hempstead Turnpike,Elmont,11003,http://www.childcarenassau.org,Tuesday  10am-1pm,June 28-September 27,40.70919,-73.7216
Children's Nest Farmers' Market,2350 Merrick Ave.,Merrick,11566,http://www.childcarenassau.org,Monday  3:30pm-6:30pm,June 27-September 26,40.66035,-73.55089
Country Fresh Farmers' Market,361 Main St,Farmingdale,11735,,Sunday  10am-3pm,June 5-November 20,40.73166,-73.44566
East Meadow Farmers' Market,832 Merrick Avenue,East Meadow,11554,http://cce.nassau.org,"Friday  3pm-6pm, Saturday  9am-12pm",July 8-October 8,40.70092,-73.56747
Freeport Community Youth Market,130 East Merrick Rd,Freeport,11520,http://www.cedarmore.org,Saturday  11am-4pm,July 9-October 29,40.65449,-73.57474
Garden City Farmers' Market,County Seat Dr and Supreme Court Dr,Garden City,11530,http://www.longislandgrowersmarket.com,Tuesday  7am-1pm,May 31-November 22,40.73609,-73.63505
Kennedy Plaza Farmers' Market,1 West Chester St,Long Beach,11561,http://www.ligreenmarket.org/,Wed/Sat  9am-2pm,May 4-November 23,40.58943,-73.66592
New Cassel Farmers' Market,212 Garden St,Westbury,11590,https://www.facebook.com/pages/New-Cassel-Farmers-Market/138769932883107,Saturday  11am-3pm,August 20-November 5,40.7622,-73.56767
New Hyde Park Farmers' Market,1441 Jericho Turnpike,New Hyde Park,11040,http://www.longislandfarmersmarkets.com,Saturday  8am-1pm,June 4-November 19,40.73386,-73.68046
Port Washington Organic Farmers' Market,Main St and Covert St,Port Washington,11050,http://www.grassrootsinfo.org,Saturday  8am-12pm,June 11-October 29,40.83153,-73.7019
Rockville Centre Farmers' Market,Sunrise Hwy and Long Beach Rd,Rockville Centre,11570,http://www.longislandgrowersmarket.com,Sunday  7am-12pm,May 29-November 20,40.65712,-73.6321
Roosevelt Community Youth Market,380 Nassau Rd,Roosevelt,11575,http://www.rooseveltfarmersmarket.com,Sunday  11am-4pm,July 10-October 30,40.68185,-73.59092
Roslyn-North Hills Farmers' Market,500 Searingtown Rd,Roslyn Heights,11577,http://www.longislandgrowersmarket.com,Wednesday  7am-1pm,May 25-November 23,40.78188,-73.66277
Seaford Farmers' Market,Sunrise Highway and Washington St.,Seaford,11783,http://www.longislandgrowersmarket.com,Saturday  7am-12pm,May 28-November 19,40.67572,-73.48657
Spinney Hill Farmers' Market,125 Community Drive,Great Neck,11021,http://www.ligreenmarket.org,Sunday  9am-2pm,July 10-October 30,40.78414,-73.70454
Sunnyside Williston Park Farmers' Market,234 Hillside Ave.,Williston Park,11561,http://www.sunnysidemarkets.com,Sunday  11am-6pm,June 26-October 30,40.75514,-73.64854
YALE Farmers' Market,160 Baldwin Road,Hempstead,11550,http://www.childcarenassau.org,Wed  3:30pm-6:30pm,June 29-September 28,40.69657,-73.61598
125th Street FreshConnect Farmers' Market,163 West 125th Street,New York,10027,http://www.125thstreetfarmersmarket.com,Tuesday  10am-7pm,June 7-November 22,40.8085,-73.94712
175th St. Greenmarket,West 175th St and Broadway,New York,10033,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,June 30-November 17,40.84622,-73.93847
57th St. Greenmarket,West 57th St and Ninth Ave,New York,10019,http://www.grownyc.org/greenmarket,Wed/Sat  8am-5pm,May 18-December 24,40.76792,-73.98572
79th St. Greenmarket,West 79th St and Columbus Ave,New York,10024,http://www.grownyc.org/greenmarket,Sunday  9am-5pm,Year-round,40.78195,-73.97548
82nd St. Saint Stephen's Greenmarket,408 East 82nd Street,New York,10028,http://www.grownyc.org/greenmarket,Saturday  9am-2:30pm,Year-round,40.77394,-73.9506
92nd St. Greenmarket,East 92nd St and First Ave,New York,10128,http://www.grownyc.org/greenmarket,Sunday  9am-5pm,June 26-November 20,40.78071,-73.94658
97th Street Greenmarket,West 97th St and Columbus Ave,New York,10025,http://www.grownyc.org/greenmarket,Friday  8am-2pm,Year-round,40.79356,-73.96701
Abingdon Square Greenmarket,Hudson St and W 12 St,New York,10014,http://www.grownyc.org/greenmarket,Saturday  8am-2pm,Year-round,40.73755,-74.00568
Bowling Green Greenmarket,Battery Place and Broadway,New York,10004,http://www.grownyc.org/greenmarket,Tue/Thu  8am-5pm,Year-round,40.70462,-74.01422
Broadway French Farmers' Market,1344 Broadway,New York,10018,http://www.bensidounusa.com,Wed/Thu/Fri  11am-6pm,May 4-November 23,40.751012,-73.987759
Chelsea Farmers' Market,23rd Street and 9th Avenue,New York,10011,http://www.downtoearthmarkets.com,Saturday  9am-5pm,May 21-December 17,40.74651,-74.00137
City Hall Park Greenmarket,Broadway and Chambers St,New York,10007,http://www.grownyc.org/greenmarket,Tue/Fri  8am-4pm,March 3-December 23,40.71419,-74.0063
Columbia Greenmarket,Broadway and West 115th St,New York,10027,http://www.grownyc.org/greenmarket,Sun/Thu  8am-5pm,Year-round,40.80731,-73.9643
Dag Hammarskjold Plaza Greenmarket,East 47th St and Second Ave,New York,10017,http://www.grownyc.org/greenmarket,Wednesday  8am-4pm,Year-round,40.75298,-73.96989
El Barrio Youth Marqueta,116th Street and Park Ave.,New York,10029,http://www.grownyc.org,Sat/Thu  11am-5pm,July 9-November 19,40.79925,-73.9431
Fort Washington Greenmarket,Fort Washington Ave and West 168th St,New York,10032,http://www.grownyc.org/greenmarket,Tuesday  8am-4pm,June 7-November 22,40.84217,-73.94229
Gouverneur Health Youthmarket,227 Madison Street,New York,10002,http://www.grownnyc.org/youthmarket,Thursday  8:30am-3pm,July 7-November 17,40.71321,-73.98779
Grass Roots Farmers' Market,West 145th St and Edgecombe Ave,New York,10030,,Sat/Tue  9am-4pm,July 9-November 29,40.82365,-73.94385
Hamilton Heights Green Youth Market,143rd Street and Amsterdam Ave,Manhattan,10031,http://brotherhood-sistersol.org/programs/environmental-program,Wed/Thu  11am-5pm,July 6-November 23,40.82396,-73.94855
Harvest Home East Harlem Farmers' Market,East 104th St and Third Ave,New York,10029,http://www.harvesthomefm.org,Thursday  8am-4pm,July 7-November 17,40.79024,-73.94564
Harvest Home East River Farmers' Market,416 E 111th St,New York,10029,http://www.harvesthomefm.org,Saturday  9am-4pm,July 9-November 19,40.7923,-73.93666
Harvest Home Harlem Hospital Farmers' Market,137th Street and Lennox Avenue,New York,10037,http://www.harvesthomefm.org,"Friday  8am-4pm, Dec-April 9am-3pm",Year-round,40.81539,-73.93985
Harvest Home Lenox Ave. Farmers' Market,150 Lenox Avenue,New York,10027,http://www.harvesthomefm.org,Saturday  8am-5pm,June 13-November 21,40.80295,-73.9489
Harvest Home Metropolitan Farmers' Market,East 99th St and Third Ave,New York,10029,http://www.harvesthomefm.org,Friday  8am-4pm,June 10-November 18,40.78713,-73.94792
Harvest Home West Harlem Farmers' Market,137th St and Broadway,New York,10031,http://www.harvesthomefm.org,Tuesday  8am-4pm,July 5-November 22,40.82136,-73.95404
Inwood Greenmarket,Isham St and Seaman St,New York,10034,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,Year-round,40.86988,-73.9209
Lower East Side Youthmarket,Grand St and Pitt St,New York,10002,http://www.grownyc.org/youthmarket,Thursday  8am-4pm,July 7-November 17,40.71523,-73.9843
Marcus Garvey Mart Farmers' Market,2 east 124th st,New York,10035,,Saturday  9am-6pm,September 24-December 31,40.8057,-73.9427
Morningside Park Farmers' Market,West 110th St and Manhattan Ave,New York,10025,http://www.downtoearthmarkets.com,Saturday  9am-5pm,April 23-December 17,40.80116,-73.95965
Mount Sinai Hospital Greenmarket,East 99th St and Madison Ave,New York,10029,http://www.grownyc.org/greenmarket,Wednesday  8am-5pm,June 29-November 23,40.78918,-73.95276
Project EATS Frederick Douglass Houses Farm Stand,830 Amsterdam Ave,New York,10025,http://www.projecteats.org,Saturday  9am-3pm,May 28-November 26,40.79703,-73.96822
Rachel Mae's Farmers' Market,36 Canal Street,New York,10002,,Saturday  9am-5pm,April 30-December 18,40.71491,-73.98925
Rockefeller Center Greenmarket,Rockefeller Plaza and West 50th St,New York,10112,http://www.grownyc.org/greenmarket,Wed/Thu/Fri  8am-5pm,July 20-August 26,40.75907,-73.97846
Saint Mark's Church Greenmarket,East 10th St and Second Ave,New York,10003,http://www.grownyc.org/greenmarket,Tuesday  8am-6pm,June 7-November 22,40.72975,-73.98682
Staten Island Ferry Whitehall Greenmarket,4 South St,New York,10004,http://www.grownyc.org/greenmarket,Tue/Fri  8am-7pm,Year-round,40.70155,-74.01213
Stuyvesant Town Greenmarket,1 Stuyvesant Oval,New York,10009,http://www.grownyc.org/greenmarket,Sunday  9:30am-4pm,May 22-December 18,40.73146,-73.97875
Sugar Hill Greenmarket,451 W. 155th Street,New York,10032,http://www.grownyc.org/greenmarket,Saturday  8am-4pm,June 18-November 19,40.830911,-73.94137
Tompkins Square Greenmarket,Avenue A and East 7th St,New York,10009,http://www.grownyc.org/greenmarket,Sunday  9am-6pm,Year-round,40.72602,-73.98353
Tribeca Greenmarket Saturday,Greenwich St and Chambers St,New York,10007,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,Year-round,40.7163,-74.01097
Tribeca Greenmarket Wednesday,Greenwich St and Chambers St,New York,10007,http://www.grownyc.org/greenmarket,Wed  8am-3pm,March 23-December 21,40.71629,-74.01095
Tucker Square Greenmarket,Columbus and West 66th St,New York,10023,http://www.grownyc.org/greenmarket,Thu/Sat  8am-5pm,Year-round,40.77361,-73.98158
Union Square Greenmarket,Broadway and East 17th St,New York,10003,http://www.grownyc.org/greenmarket,M/W/F/Sat  8am-6pm,Year-round,40.73712,-73.99029
Uptown Go Green,181 Street between Audobon and Saint Nicholas Avenues,Bronx,10033,http://www.uptowncommunitychurch.com,"Wednesday  4pm-8pm, Saturday  10am-5pm",July 9-August 27,40.84988,-73.93592
Water Street at Coenties Greenmarket,Water Street and Coenties Slip,New York,10004,http://www.grownyc.org/greenmarket,Thursday  8am-6pm,June 2-November 17,40.70328,-74.01024
Barker Farmers' Market,Main St and Quaker Rd,Barker,14012,,Thursday  5pm-7pm,June 16-September 15,43.33012,-78.55481
Lockport Community Farmer's Market,57 Canal Street,Lockport,14094,http://www.lockportcommunitymarket.com,Saturday  9am-2pm,July 2-October 1,43.17073,-78.69438
Newfane Methodist Farmers' Market,2699 Main St.,Newfane,14108,https://www.facebook.com/NewfaneMethodist/?ref=ts&rf=113675188665485,Wednesday  4:30pm-7pm,June 22-October 5,43.28365,-78.70879
Niagara Falls City Market,1800-1808 Pine Ave,Niagara Falls,14301,http://www.local-farmers-markets.com/market/3569/niagara-falls/niagara-falls-city-market,Mon/Wed/Fri  9am-5pm,Year-round,43.09513,-79.03972
North Tonawanda City Farmers' Market,310 Robinson Road,North Tonawanda,14120,,Tue/Thu/Sat  7am-1pm,Year-round,43.03386,-78.86971
Prudom Farms Farm Stand,2575 Carmen Road,Middleport,14105,http://www.prudomfarms.com,Daily  10am-8pm,May 1-December 1,43.28346,-78.48709
Schwab Farm Market,9035 Rochester Rd,Gasport,14067,http://www.schwabsfarm.com,"Mon-Fri  8am-7pm, Saturday  8am-6pm, Sunday  9am-5pm",Year-round,43.20425,-78.52308
Berkshire-Rome Vendors Market,101 West Dominick Street,Rome,13440,https://www.facebook.com/Berkshire-Rome-Vendors-Market-903457103006178/,Friday  9am-6pm,April 29-November 18,43.21208,-75.46034
Boonville Farmers' Market,Carol Ave and Ford St,Boonville,13309,http://boonvillechamber.com,Thursday  12:30pm-5:30pm,June 16-October 6,43.48178,-75.34404
City of Sherrill Farmers' Market,377 Sherrill Rd.,Sherrill,13641,http://www.sherrillny.org,Tuesday  3pm-7pm,May 17-October 4,43.07179,-75.59931
City of Utica Farmers' Market,Bleeker St and 1st St,Utica,13501,,Wednesday  8am-5pm,June-October,43.10043,-75.22483
Clinton Farmers' Market,21 W Park Row,Clinton,13323,,Thursday  10am-4pm,June 2-October 6,43.04823,-75.37883
Oneida County Public Market,321 Main Street,Utica,13501,http://www.oneidacountymarket.com,Saturday  9am-1pm,May 21-October 29,43.10393,-75.2239
Oneida County WINTER Public Market,321 Main Street,Utica,13501,http://www.oneidacountymarket.com,Alt. Saturdays  9am-1pm,November 12-April 22,43.10393,-75.2239
Rome Farmers' Market,1106 North James Street,Rome,13440,http://www.positivelyrome.com,Wednesday  2pm-7pm,May 18-October 12,43.22396,-75.44779
Sylvan Beach Farmers' Market,Spencer Ave,Sylvan Beach,13157,http://www.sylvanbeach.org/calendar.html,Tuesday 9am-5pm,June 21-September 21,43.19564,-75.72848
Top of the Hill Flea & Farmers' Market,7595 State Route 13,Blossvale,13308,http://topofthehillmarket.com,Sat/Sun 10am-4pm,May 28-September 4,43.22926,-75.73017
Trenton Farmers' Market,Main St and Church St,Holland Patent,13354,http://www.trentonmarket.com,Saturday  9am-1pm,June 11-October 15,43.24131,-75.25753
Wagner Farms Farm Stand,5841 Old Oneida Rd,Rome,13440,https://www.facebook.com/pages/Wagner-Farms/320403351460689?rf=100489860011908,Sat-Thu  9am-6pm,May-December 24,43.1805,-75.50086
Waterville Farmers' Market,Village Green,Waterville,13480,,Wednesday  2pm-6pm,June 1-September 28,42.91184,-75.37849
Whitesboro Farmers' Market,8 Park Ave.,Whitesboro,13492,https://www.facebook.com/whitesboromarket/,Monday  3pm-7pm,June 6-October 10,43.121773,-75.291136
Whitesboro WINTER Farmers' Market,76 Main St.,Whitesboro,13492,,1st and 3rd Mon  3pm-7pm,October 17-April 17,43.121106,-75.289193
Bayberry Plaza Farmers' Market,7608 Oswego Rd,Liverpool,13090,http://www.bayberryplaza.com,Wednesday  8am-3pm,May 4-October 26,43.13779,-76.22602
Brownson Family Farm Farm Stand,8149 Bridgeport Kirkville Rd,Kirkville,13082,http://www.brownsonfamilyfarm.com,"Mon-Sat  9am-6pm, Sunday  10am-6pm",April 1-December 31,43.12132,-75.95507
Central NY Regional Market Authority,2100 Park Street,Syracuse,13208,http://www.cnyrma.com,"Sat/Sun  7am-2pm, Thu  7am-2pm  May-Nov",Year-round,43.07269,-76.16835
Downtown Syracuse Farmers' Market,Clinton St and Water St,Syracuse,13202,http://www.downtownsyracuse.com,Tuesday  7am-3pm,June 14-October 11,43.05054,-76.15354
Fayetteville Farmers' Market,Genesee Turnpike and South Manlius Street,Fayetteville,13066,http://www.fayettevillefarmersmarketcny.com,"Thu  12-6pm , Nov 13-May 19, Alt Thu 12-3pm",Year-round,43.02999,-76.00452
Skaneateles Farmers' Market,One E. Austin St,Skaneateles,13152,http://www.townofskaneateles.com,"Thursday  3:30pm-6:30pm, Saturday  10am-1pm",May 19-November,42.95089,-76.4309
Syracuse Eastside Neighborhood Market,826 Euclid Ave,Syracuse,13210,http://www.wescottcc.org/farmers-market,Wednesday  2pm-6pm,June 8-October 26,43.03662,-76.1192
Syracuse Farm Fresh Mobile Market,500 West Newell Street,Syracuse,13205,https://ssinterfaithcdc.org/projects/farm-fresh-mobile-market/,Mon-Fri  9am-5pm,Year-round,43.016878,-76.153714
Canandaigua Farmers' Market,Beeman St and Mill St,Canandaigua,14424,http://www.canandaiguafarmersmarket.com,Sat  8:30am-12:30pm,June 4-October 29,42.88534,-77.27837
Canandaigua VA Farmers' Market,400 Fort Hill Ave,Canandaigua,14424,,Tuesday  1:30pm-5pm,June 21-October 11,42.90096,-77.27033
Canandaigua WINTER Farmers' Market,Antis St.,Canandaigua,14424,,"Every other Sat  , 10am-11am",November 5-May 27,42.88362,-77.2801
Clifton Springs Farmers' Market,17-31 Railroad Ave,Clifton Springs,14432,http://www.cliftonchamber.com,Friday  3pm-6pm,June 3-September 30,42.963153,-77.139598
Curbside Market-Clifton Springs Hospital,2 Coulter Road,Clifton Springs,14432,http://www.foodlinkny.org,Tuesday  10am-10:30am,Jul-November,42.96042,-77.13637
Curbside Market-Elizabeth Blackwell Apts,235 Genesee St.,Geneva,14456,,Friday 12pm-12:30pm,July-November,42.86865,-76.98364
Curbside Market-Geneva General Hospital,196 North Street,Geneva,14456,http://www.foodlinkny.org,Friday  10am-10:45am,July-November,42.87649,-76.9883
Curbside Market-GHA Courtyard Apts,10 Goodman St.,Geneva,14456,,Friday 12:40pm-1:15pm,July-November,42.88021,-76.96444
Curbside Market-GHA Elmcrest Apts,99 Lewis St.,Geneva,14456,,Friday 11am-11:45am,July-November,42.87091,-76.9846
Curbside Market-Rotating,24 Park Place,Geneva,14456,http://www.foodlinkny.org,By Request,July 7 - November 28,42.86471,-76.98491
Curbside Market-Spa Apartments,11 East Main St.,Clifton Springs,14432,,Tuesday 10:45am-11:15am,July-November,42.96143,-77.13613
Geneva Farmers' Market,400 Exchange St,Geneva,14456,http://localharvest.org/genevafarmersmarket,Thursday  7am-1:30pm,June 9-October 20,42.8691,-76.98096
Victor Farmers' Market,60 East Main St,Victor,14564,https://www.facebook.com/VictorFarmersMarket,Wednesday  3pm-7pm,June 1-October 26,42.98134,-77.40859
City of Port Jervis Farmers' Market,54-56 Front St,Port Jervis,12771,,Saturday  9am-1pm,June 25-October 29,41.373036,-74.691185
Cornwall Farmers' Market,183 Main St,Cornwall,12518,https://www.facebook.com/townofcornwallfarmersmarket/,Wednesday  12pm-6pm,June 1-Oct 26,41.438985,-74.028493
Downing Park Farmers' Market,South St. and 9W,Newburgh,12550,http://www.downingpark.org,Friday  10am-3pm,July 8-October 28,41.50755,-74.0205
Florida Farmers' Market,133 N Main Street,Florida,10921,http://warwickinfo.net/floridafarmersmarket/,Tuesday  10am-4pm,June 14-October 25,41.33775,-74.35873
Goshen Farmers' Market,Main St and Church St,Goshen,10924,https://www.facebook.com/Goshen-Farmers-Market-120704554614696/,Friday  10am-5pm,May 20-October 28,41.40219,-74.32408
Healthy Orange Farmers' Market,131 Broadway,Newburgh,12550,,Tuesday  10am-2pm,July 5-October 25,41.50009,-74.01254
JADS Farm Stand,641 County Route 1,Pine Island,19069,http://www.johndmadurafarms.com,Daily  9am-6pm,April 1-December 24,41.29626,-74.46234
Middletown Farmers' Market,32-48 Cottage Street,Middletown,10940,http://www.middletownbid.org,Saturday  8am-1pm,June 4-October 29,41.44814,-74.41459
Monroe Museum Village Farmers' Market,1010 State Route 17M,Monroe,10950,,Wednesday  9am-3pm,June 8-October 26,41.344,-74.19742
Municipal Square Farmers' Market,5 Scofield St,Walden,12586,http://www.villageofwalden.org,Thursday  2pm-7pm,June 2-October 13,41.55983,-74.1895
Newburgh Mall Farmers' Market,1401 Route 300,Newburgh,12550,http://www.newburghmall.com,Saturday  10am-2pm,July 16-October 15,41.51758,-74.0714
Pine Bush Farmers' Market,New and Main Streets,Pine Bush,12566,http://www.pinebushfarmersmarket.com,Saturday  9am-2pm,May 28-October 15,41.60918,-74.3005
Sycamore Farms Farm Stand,1887 Route 211 East,Middletown,10941,http://www.sycamorefarmsny.com,Tues-Sun  9am-6pm,June 3-October 30,41.48505,-74.29294
Tuxedo Farmers' Market,240 State Route 17,Tuxedo,10987,http://www.tuxedofarmersmarket.com,Saturday  9am-2pm,June 18-November 19,41.19447,-74.18447
Village of Monroe Farmers' Market,68 Millpond Pkwy,Monroe,10950,,Sunday  9am-2pm,June 5-November 13,41.32983,-74.189196
Warwick Valley Farmers' Market,South St and Bank St,Warwick,10990,http://www.warwickvalleyfarmersmarket.org,Sunday  9am-2pm,May 8-November 20,41.25656,-74.35858
Canal Village Farmers' Market,127 W Center St.,Medina,14103,http://www.bentshall.org/market,"Saturday  8am-1pm, October 9am-1pm",June 4-October 29,43.220217,-78.38851
Curbside Market-Ricky's Place,200 Ricky Pl.,Medina,14103,,Wednesday 10am-10:30am,July-November,43.20801,-78.38317
Curbside Market-The Main Street Store,131 south Main Street,Albion,14411,http://www.foodlinkny.org,Wednesday 11:30am-12:!5pm,July-Novmeber,43.24344,-78.19381
Kirbys Cider Mill Farm Stand,3461 Butts Road Albion,Albion,14411,https://www.facebook.com/Kirbys-Cider-Mill-163939397096547/,Roadside Stand,Seasonal,43.24953,-78.16592
Partyka Farms Farm Stand,1420 County Line Rd.,Kendall,14470,http://www.partykafarms.com,Daily,April 13-December 31,43.29811,-77.99548
Roberts Farm Market,11170 Maple Ridge Rd.,Medina,14103,http://www.robertsfarmmarket.com,Mon-Sat  9am-6pm,Year-round,43.20679,-78.40098
Watt Farms Country Market,3121 Oak Orchard Rd,Albion,14411,http://www.wattfarms.com,Fri/Sat/Sun/Mon  9am-7pm,May 1-December 24,43.265158,-78.192266
Fulton Farmers' Market,South Second St and Canalview Mall,Fulton,13069,,Saturday  8am-12pm,May 28-October 22,43.32321,-76.41577
Godfrey's Last Stand Farm Stand,1232 State Route 264,Phoenix,13135,,"Mon-Fri  9am-7pm, Sat-Sun  9am-6pm",Year-round,43.31155,-76.29001
Hillside Antique & Farmers' Market,7753 State Route 3,Pulaski,13142,http://www.hillsidefleamarkets.com,"Friday  10am-4pm (July-August), Sat/Sun  9am-5pm",May 1-September 25,43.58759,-76.17348
Oswego Farmers' Market,West Bridge St and West 1st St,Oswego,13126,,Thursday  4:30pm-8pm,May 26-October 6,43.45656,-76.51127
Pulaski Farmers' Market,Lake St and Broad St,Pulaski,13142,http://www.pulaskifarmersmarket.com,Friday  4pm-8pm,June 3-September 30,43.56714,-76.12813
Cooperstown Farmers' Market,101 Main St,Cooperstown,13326,http://www.cooperstownfarmersmarket.org,"Sat  9am-2pm, Jan-April  starts at 10am",Year-round,42.70001,-74.92526
Morris Farmers' Market,Main St and Church St,Morris,13808,,Thursday  3pm-6pm,May 26-October 13,42.54813,-75.24686
Oneonta Farmers' Market,202 Main Street,Oneonta,13820,http://www.oneontafarmersmarket.org,Saturday  9am-1pm,May 7-October 29,42.454,-75.06185
Richfield Springs Area Farmers' Market,Main St and Church St,Richfield Springs,13439,,"Thursday  2pm-6pm, Saturday  8am-1pm",June 18-October 29,42.85359,-74.98476
Brewster Farmers' Market,98 Oak Street,Brewster,10509,http://www.brewsterfarmersmarket.com,Sat/Wed  9am-2pm,June 11-November 19,41.39616,-73.61259
Cold Spring Farmers' Market,1601 State Route 9D,Garrison,10516,http://www.csfarmmarket.org,Saturday  8:30am-1:30pm,May 7-October 30,41.41403,-73.93809
Cold Spring WINTER Farmers' Market,1 Chestnut St,Cold Spring,10516,http://www.csfarmmarket.org,Saturday  9:30am-1:30pm,November 1-April 30,41.419897,-73.954688
Hudson Valley Regional Farmers' Market,15 Mt Ebo Drive,Brewster,10509,http://www.hudsonvalleyfarmersmarket.org,Sunday  10am-2pm,Year-round,41.43643,-73.57217
Ryder Farm Cottage Farm Stand,400 Starr Ridge Road,Brewster,10509,http://www.ryderfarmorganic.com,Daily,Spring-Fall,41.36527,-73.59472
Astoria Greenmarket,14th St and 31st Ave,Astoria,11106,http://www.grownyc.org/greenmarket,Wednesday  8am-3pm,July 6-November 16,40.76825,-73.93203
Corona Greenmarket,Roosevelt Ave and 103rd St,Corona,11368,http://www.grownyc.org/greenmarket,Friday  8am-3pm,July 8-November 18,40.74994,-73.86221
Culinary Kids Farm Rockaway Farmers' Market,444 58th Street,Queens,11692,http://www.culinarykidsdaycamp.org,Sat/Sun  11am-4pm,Year-round,40.59446,-73.78804
Culinary Kids Farmers' Market,Seagirt Blvd and Beach 31st St,Far Rockaway,11691,http://www.culinarykidsdaycamp.org,Saturday  10am-3pm,June 11-September 24,40.59581,-73.76384
